customer_id,signup_date,customer_segment,location,acquisition_channel,age,gender
C01856,21-12-2024,medium,Pune,ads,32,male
C01857,15-11-2025,medium,Pune,ads,29,female
C01858,22-09-2025,medium,Delhi,organic,40,female
C01859,04-11-2024,medium,Bhubaneswar,referral,26,female
C01860,25-11-2025,low,Pune,organic,40,male
C01861,14-10-2024,medium,Delhi,ads,26,male
C01862,02-11-2024,low,Bhubaneswar,ads,32,female
C01863,16-08-2025,high,Mumbai,ads,41,male
C01864,23-12-2025,medium,Bhubaneswar,referral,27,male
C01865,23-10-2025,medium,Bangalore,ads,41,male
C01866,02-07-2025,medium,Jaipur,ads,40,male
C01867,17-12-2024,low,Pune,organic,32,male
C01868,07-11-2024,high,Hyderabad,referral,46,male
C01869,28-02-2024,high,Chennai,ads,35,male
C01870,04-10-2025,low,Jaipur,organic,46,male
C01871,14-12-2025,medium,Mumbai,ads,52,female
C01872,04-02-2024,medium,Mumbai,organic,32,male
C01873,20-03-2025,medium,Delhi,organic,41,female
C01874,02-04-2024,low,Ahmedabad,referral,28,female
C01875,25-07-2024,high,Bhubaneswar,ads,24,female
C01876,18-12-2024,high,Bhubaneswar,organic,33,female
C01877,27-11-2024,medium,Delhi,ads,21,male
C01878,25-12-2025,low,Chennai,referral,25,male
C01879,07-06-2024,medium,Hyderabad,organic,40,male
C01880,24-01-2024,medium,Mumbai,ads,29,male
C01881,07-02-2025,medium,Jaipur,ads,42,male
C01882,30-05-2025,low,Chennai,organic,37,female
C01883,29-12-2024,low,Hyderabad,ads,53,male
C01884,16-01-2025,low,Ahmedabad,organic,40,other
C01885,15-06-2025,high,Jaipur,ads,46,female
C01886,31-05-2024,high,Delhi,referral,39,female
C01887,15-07-2025,medium,Jaipur,organic,38,male
C01888,19-11-2025,low,Bangalore,referral,46,female
C01889,30-08-2025,medium,Ahmedabad,ads,41,male
C01890,08-09-2025,medium,Delhi,organic,37,male
C01891,23-02-2025,low,Delhi,ads,37,female
C01892,06-09-2024,high,Delhi,organic,40,male
C01893,26-04-2024,medium,Pune,referral,28,male
C01894,26-05-2025,medium,Chennai,ads,27,female
C01895,31-07-2025,medium,Hyderabad,ads,49,male
C01896,30-11-2024,low,Bhubaneswar,ads,53,female
C01897,21-02-2025,medium,Mumbai,ads,25,female
C01898,21-10-2024,medium,Mumbai,referral,28,male
C01899,05-01-2025,medium,Bangalore,ads,46,female
C01900,04-07-2024,medium,Bangalore,referral,40,female
C01901,02-09-2024,medium,Bangalore,ads,41,male
C01902,28-09-2025,medium,Kolkata,organic,43,male
C01903,24-09-2024,high,Bangalore,referral,32,female
C01904,04-10-2025,high,Mumbai,ads,38,female
C01905,24-08-2024,medium,Ahmedabad,ads,37,female
C01906,13-06-2025,medium,Hyderabad,referral,26,male
C01907,05-07-2025,low,Bangalore,organic,38,male
C01908,21-01-2024,low,Ahmedabad,ads,47,female
C01909,03-06-2025,low,Kolkata,organic,31,male
C01910,09-04-2024,medium,Kolkata,ads,36,female
C01911,22-04-2025,medium,Bhubaneswar,referral,37,female
C01912,21-08-2025,medium,Pune,referral,32,male
C01913,24-10-2024,high,Pune,ads,41,female
C01914,09-06-2025,high,Jaipur,ads,28,male
C01915,29-11-2024,medium,Pune,referral,48,other
C01916,02-01-2024,low,Jaipur,ads,41,male
C01917,09-01-2025,high,Chennai,organic,25,male
C01918,19-10-2024,high,Pune,ads,51,female
C01919,06-07-2025,low,Kolkata,referral,36,female
C01920,13-11-2024,medium,Bhubaneswar,referral,27,male
C01921,16-05-2025,low,Ahmedabad,ads,46,male
C01922,15-01-2025,low,Bangalore,referral,39,male
C01923,14-09-2025,low,Pune,organic,18,male
C01924,14-01-2024,medium,Jaipur,organic,29,female
C01925,18-05-2025,medium,Ahmedabad,referral,37,male
C01926,18-08-2024,medium,Delhi,organic,18,female
C01927,24-03-2024,medium,Mumbai,organic,35,female
C01928,09-05-2024,medium,Pune,ads,36,female
C01929,24-05-2024,high,Mumbai,ads,23,female
C01930,28-01-2024,medium,Pune,ads,37,male
C01931,06-03-2024,medium,Delhi,organic,35,male
C01932,11-06-2024,low,Bangalore,referral,23,other
C01933,16-08-2024,low,Chennai,referral,44,female
C01934,17-09-2024,medium,Hyderabad,organic,43,male
C01935,24-03-2025,high,Ahmedabad,ads,32,female
C01936,27-02-2025,low,Ahmedabad,ads,33,female
C01937,04-04-2025,medium,Bangalore,ads,42,female
C01938,06-11-2025,low,Bhubaneswar,organic,32,female
C01939,27-10-2024,low,Kolkata,ads,18,female
C01940,29-10-2024,high,Pune,organic,39,female
C01941,13-10-2024,low,Hyderabad,organic,26,male
C01942,29-01-2025,high,Bhubaneswar,ads,31,other
C01943,10-01-2024,medium,Hyderabad,ads,49,male
C01944,07-12-2025,medium,Kolkata,ads,33,male
C01945,21-09-2025,high,Mumbai,ads,35,female
C01946,26-09-2024,low,Pune,organic,40,female
C01947,14-08-2025,high,Kolkata,ads,40,female
C01948,27-08-2025,high,Ahmedabad,organic,25,male
C01949,26-12-2024,medium,Ahmedabad,ads,34,male
C01950,13-09-2024,low,Pune,ads,35,male
C01951,12-05-2024,low,Chennai,ads,37,male
C01952,02-10-2024,low,Bangalore,ads,37,female
C01953,13-11-2025,medium,Bangalore,ads,60,male
C01954,27-05-2025,medium,Ahmedabad,referral,23,male
C01955,08-11-2024,high,Ahmedabad,ads,44,male
C01956,29-07-2025,high,Kolkata,ads,46,female
C01957,10-10-2024,medium,Delhi,referral,39,male
C01958,30-04-2024,medium,Jaipur,ads,28,female
C01959,16-04-2024,medium,Chennai,ads,51,male
C01960,17-11-2025,low,Bhubaneswar,organic,18,male
C01961,22-07-2024,medium,Jaipur,organic,28,female
C01962,13-06-2024,high,Kolkata,ads,46,female
C01963,31-10-2024,high,Jaipur,ads,31,female
C01964,11-05-2025,low,Jaipur,ads,50,female
C01965,23-09-2025,low,Kolkata,referral,19,female
C01966,09-07-2025,low,Ahmedabad,organic,23,female
C01967,04-06-2024,high,Ahmedabad,ads,29,female
C01968,01-01-2025,low,Pune,ads,39,female
C01969,19-12-2025,medium,Jaipur,ads,32,male
C01970,11-09-2025,high,Bhubaneswar,referral,30,male
C01971,07-09-2024,low,Kolkata,organic,49,female
C01972,29-11-2024,medium,Bhubaneswar,organic,50,other
C01973,03-10-2025,medium,Hyderabad,ads,30,male
C01974,25-05-2025,high,Bangalore,ads,18,male
C01975,19-10-2024,medium,Pune,ads,18,male
C01976,20-01-2024,low,Bangalore,referral,37,female
C01977,08-10-2024,medium,Pune,organic,41,male
C01978,01-01-2024,medium,Chennai,ads,35,female
C01979,28-04-2024,high,Kolkata,ads,34,female
C01980,04-02-2024,medium,Bangalore,referral,26,other
C01981,16-07-2024,medium,Bhubaneswar,referral,41,male
C01982,29-04-2025,medium,Kolkata,ads,51,female
C01983,28-02-2024,medium,Bhubaneswar,ads,18,female
C01984,09-06-2024,high,Jaipur,organic,34,male
C01985,21-11-2025,low,Bangalore,organic,25,male
C01986,24-07-2024,medium,Jaipur,ads,20,female
C01987,12-01-2024,medium,Ahmedabad,ads,23,female
C01988,04-05-2025,medium,Hyderabad,ads,38,male
C01989,02-10-2024,medium,Chennai,ads,39,male
C01990,23-11-2025,low,Chennai,ads,49,male
C01991,29-08-2024,low,Bangalore,ads,35,other
C01992,03-08-2024,medium,Mumbai,organic,18,other
C01993,07-09-2024,low,Hyderabad,organic,32,male
C01994,05-05-2024,medium,Delhi,organic,21,male
C01995,04-08-2024,high,Pune,referral,22,female
C01996,01-11-2024,medium,Chennai,organic,40,female
C01997,03-07-2024,medium,Kolkata,referral,36,other
C01998,08-02-2024,medium,Ahmedabad,organic,40,female
C01999,10-08-2024,low,Jaipur,ads,31,male
C02000,02-07-2024,medium,Delhi,referral,42,female
C02001,09-05-2025,low,Kolkata,ads,30,male
C02002,02-03-2025,low,Bangalore,organic,46,female
C02003,26-06-2024,medium,Hyderabad,organic,38,female
C02004,03-03-2025,medium,Chennai,referral,32,female
C02005,20-10-2024,medium,Pune,ads,37,other
C02006,30-05-2024,low,Delhi,ads,34,male
C02007,18-01-2025,medium,Chennai,ads,50,male
C02008,29-09-2025,high,Mumbai,organic,37,female
C02009,03-11-2024,medium,Mumbai,organic,34,female
C02010,01-12-2024,medium,Mumbai,ads,32,female
C02011,09-01-2025,high,Ahmedabad,ads,43,other
C02012,08-01-2024,high,Jaipur,organic,42,female
C02013,06-12-2024,medium,Bangalore,ads,32,male
C02014,08-05-2024,medium,Kolkata,referral,23,male
C02015,30-10-2025,medium,Chennai,referral,25,male
C02016,17-12-2024,medium,Kolkata,organic,33,female
C02017,23-12-2024,high,Kolkata,organic,48,female
C02018,31-05-2025,medium,Chennai,referral,32,male
C02019,09-05-2025,medium,Jaipur,organic,29,female
C02020,26-03-2024,medium,Ahmedabad,organic,18,male
C02021,23-06-2024,medium,Ahmedabad,referral,50,male
C02022,11-07-2024,medium,Hyderabad,organic,40,female
C02023,06-11-2024,high,Bangalore,ads,42,male
C02024,28-04-2024,high,Hyderabad,ads,44,female
C02025,05-08-2024,high,Jaipur,referral,33,male
C02026,02-03-2025,low,Kolkata,organic,35,male
C02027,17-02-2025,low,Bangalore,referral,49,female
C02028,23-04-2024,low,Hyderabad,ads,36,other
C02029,24-05-2024,low,Hyderabad,ads,40,female
C02030,21-06-2025,medium,Mumbai,organic,43,male
C02031,09-10-2025,medium,Ahmedabad,organic,41,male
C02032,29-10-2024,medium,Bhubaneswar,ads,33,male
C02033,10-08-2025,high,Hyderabad,ads,34,male
C02034,10-12-2024,medium,Delhi,referral,42,female
C02035,01-01-2024,low,Mumbai,ads,42,male
C02036,26-05-2024,medium,Kolkata,ads,46,female
C02037,13-10-2024,medium,Pune,ads,40,female
C02038,15-10-2025,medium,Ahmedabad,ads,40,female
C02039,22-02-2024,medium,Jaipur,ads,30,male
C02040,30-10-2024,medium,Chennai,organic,29,male
C02041,09-03-2024,low,Jaipur,referral,42,male
C02042,26-12-2024,medium,Mumbai,ads,29,male
C02043,24-08-2025,low,Delhi,ads,34,male
C02044,07-08-2024,medium,Jaipur,ads,48,female
C02045,04-12-2025,low,Delhi,ads,47,male
C02046,28-07-2025,medium,Chennai,organic,38,male
C02047,07-08-2025,medium,Pune,organic,32,male
C02048,09-06-2024,medium,Ahmedabad,referral,33,other
C02049,11-11-2025,low,Ahmedabad,organic,43,female
C02050,29-03-2024,low,Bhubaneswar,ads,34,female
C02051,18-11-2025,high,Delhi,organic,29,male
C02052,07-08-2025,high,Chennai,organic,47,female
C02053,11-08-2025,low,Hyderabad,organic,36,male
C02054,07-06-2024,medium,Hyderabad,ads,29,male
C02055,03-05-2025,medium,Kolkata,ads,39,female
C02056,19-11-2024,medium,Delhi,organic,44,female
C02057,01-09-2025,high,Bangalore,organic,24,other
C02058,15-01-2025,low,Jaipur,referral,32,female
C02059,11-04-2024,low,Kolkata,ads,32,male
C02060,08-05-2025,medium,Kolkata,referral,39,male
C02061,05-10-2025,medium,Kolkata,referral,41,male
C02062,05-09-2025,low,Chennai,referral,29,male
C02063,19-01-2024,high,Ahmedabad,referral,20,female
C02064,29-03-2025,low,Kolkata,organic,45,female
C02065,26-04-2025,medium,Ahmedabad,referral,23,female
C02066,16-08-2025,medium,Ahmedabad,referral,37,female
C02067,31-01-2025,low,Delhi,referral,33,female
C02068,05-10-2024,medium,Chennai,organic,36,male
C02069,30-12-2024,medium,Ahmedabad,referral,51,male
C02070,26-11-2024,medium,Kolkata,ads,65,female
C02071,02-10-2025,medium,Chennai,ads,18,other
C02072,09-12-2024,medium,Kolkata,organic,44,male
C02073,30-03-2025,low,Mumbai,organic,33,female
C02074,23-08-2025,low,Jaipur,referral,45,female
C02075,25-12-2025,medium,Mumbai,ads,44,female
C02076,16-10-2025,medium,Mumbai,organic,49,male
C02077,05-03-2024,high,Delhi,referral,37,female
C02078,16-03-2024,high,Bangalore,organic,26,male
C02079,11-12-2025,medium,Jaipur,ads,44,female
C02080,22-05-2024,low,Delhi,organic,36,male
C02081,27-08-2025,medium,Kolkata,organic,32,female
C02082,17-04-2025,low,Delhi,organic,30,female
C02083,20-02-2025,high,Kolkata,organic,45,male
C02084,31-10-2024,medium,Bangalore,organic,51,female
C02085,11-05-2025,medium,Ahmedabad,ads,23,female
C02086,17-10-2024,medium,Delhi,referral,41,female
C02087,11-04-2024,high,Bhubaneswar,ads,31,male
C02088,23-09-2024,low,Ahmedabad,organic,20,male
C02089,13-09-2025,medium,Pune,organic,36,male
C02090,03-01-2024,low,Delhi,referral,26,male
C02091,25-03-2024,medium,Kolkata,referral,19,female
C02092,23-11-2024,low,Jaipur,organic,27,male
C02093,25-03-2025,medium,Delhi,organic,24,male
C02094,29-03-2025,low,Kolkata,ads,28,male
C02095,20-09-2025,high,Bangalore,ads,21,male
C02096,08-08-2024,low,Mumbai,ads,31,other
C02097,02-06-2024,low,Delhi,ads,27,other
C02098,26-10-2025,high,Hyderabad,ads,38,female
C02099,12-01-2024,high,Pune,referral,40,male
C02100,12-05-2024,medium,Hyderabad,organic,37,female
C02101,30-10-2024,low,Ahmedabad,referral,32,female
C02102,19-10-2024,medium,Ahmedabad,organic,32,female
C02103,26-10-2024,medium,Mumbai,ads,26,female
C02104,12-02-2024,high,Mumbai,ads,26,male
C02105,08-12-2024,high,Ahmedabad,ads,42,male
C02106,21-11-2024,low,Delhi,ads,18,female
C02107,12-05-2025,high,Chennai,organic,34,female
C02108,29-12-2024,medium,Delhi,organic,31,male
C02109,02-03-2025,low,Pune,ads,40,male
C02110,21-01-2024,medium,Ahmedabad,ads,20,female
C02111,10-02-2025,medium,Hyderabad,organic,35,female
C02112,10-09-2025,high,Mumbai,referral,38,female
C02113,01-12-2024,medium,Hyderabad,organic,18,female
C02114,26-04-2024,high,Ahmedabad,ads,24,male
C02115,03-05-2024,low,Bangalore,organic,34,male
C02116,02-02-2025,medium,Ahmedabad,ads,40,female
C02117,15-12-2025,medium,Bhubaneswar,organic,36,female
C02118,20-02-2024,medium,Pune,ads,40,male
C02119,19-11-2024,high,Bhubaneswar,organic,24,male
C02120,20-05-2024,low,Jaipur,organic,19,female
C02121,14-04-2025,medium,Hyderabad,ads,35,male
C02122,29-11-2024,medium,Bangalore,ads,22,female
C02123,07-01-2025,high,Pune,organic,26,female
C02124,17-07-2025,medium,Kolkata,organic,44,female
C02125,08-05-2025,high,Jaipur,referral,36,female
C02126,22-06-2025,medium,Chennai,organic,29,male
C02127,30-10-2025,medium,Bhubaneswar,referral,28,female
C02128,04-06-2024,low,Pune,ads,41,male
C02129,17-10-2024,medium,Pune,organic,37,female
C02130,09-10-2025,low,Bhubaneswar,ads,22,female
C02131,23-05-2024,low,Jaipur,referral,18,male
C02132,15-04-2024,high,Bangalore,organic,53,male
C02133,23-02-2025,medium,Bangalore,ads,22,male
C02134,31-10-2025,high,Mumbai,ads,40,female
C02135,19-10-2025,medium,Delhi,referral,50,male
C02136,02-01-2024,low,Jaipur,ads,36,female
C02137,11-08-2025,medium,Hyderabad,organic,28,female
C02138,05-10-2025,medium,Hyderabad,organic,20,female
C02139,30-03-2024,medium,Jaipur,organic,20,female
C02140,10-12-2024,medium,Bhubaneswar,organic,38,male
C02141,15-12-2024,high,Hyderabad,organic,49,female
C02142,03-04-2025,low,Hyderabad,ads,31,male
C02143,19-09-2024,medium,Delhi,organic,29,male
C02144,16-12-2024,low,Pune,organic,41,male
C02145,17-04-2024,medium,Pune,ads,28,female
C02146,08-08-2025,medium,Jaipur,organic,37,male
C02147,08-02-2024,medium,Ahmedabad,organic,35,female
C02148,07-06-2024,high,Pune,organic,30,male
C02149,05-08-2025,medium,Bhubaneswar,organic,34,female
C02150,07-11-2024,low,Kolkata,referral,52,female
C02151,28-08-2024,low,Ahmedabad,ads,41,female
C02152,20-03-2025,medium,Delhi,organic,45,female
C02153,24-10-2024,medium,Bhubaneswar,organic,25,female
C02154,05-02-2024,high,Bangalore,organic,45,male
C02155,24-03-2024,low,Delhi,ads,41,male
C02156,27-03-2025,high,Mumbai,ads,20,female
C02157,19-01-2025,low,Hyderabad,ads,40,male
C02158,20-06-2024,medium,Chennai,organic,29,male
C02159,10-01-2025,medium,Bangalore,organic,19,male
C02160,15-11-2025,low,Ahmedabad,ads,36,female
C02161,27-12-2024,high,Bhubaneswar,referral,40,male
C02162,12-07-2025,medium,Bangalore,referral,36,male
C02163,20-05-2024,medium,Mumbai,organic,33,male
C02164,27-04-2024,medium,Bhubaneswar,ads,31,female
C02165,03-10-2024,medium,Chennai,ads,59,female
C02166,26-12-2025,medium,Ahmedabad,referral,23,female
C02167,07-08-2024,low,Delhi,organic,43,male
C02168,26-01-2024,high,Jaipur,ads,35,female
C02169,04-06-2025,low,Bangalore,organic,26,male
C02170,10-01-2024,high,Chennai,ads,34,female
C02171,12-01-2025,medium,Mumbai,organic,21,female
C02172,24-09-2025,medium,Bangalore,ads,29,other
C02173,28-09-2025,high,Kolkata,referral,34,female
C02174,12-11-2025,high,Kolkata,organic,19,female
C02175,06-08-2025,low,Ahmedabad,ads,40,female
C02176,31-05-2024,medium,Delhi,organic,25,male
C02177,20-12-2025,high,Ahmedabad,ads,20,male
C02178,18-02-2024,high,Ahmedabad,organic,24,female
C02179,02-06-2024,low,Hyderabad,organic,56,female
C02180,19-10-2024,low,Delhi,referral,18,male
C02181,02-08-2025,medium,Hyderabad,organic,39,female
C02182,19-02-2024,high,Bhubaneswar,ads,27,male
C02183,25-10-2025,medium,Chennai,referral,31,male
C02184,14-06-2025,high,Chennai,referral,41,male
C02185,03-09-2025,high,Delhi,ads,40,other
C02186,29-02-2024,medium,Delhi,organic,28,female
C02187,15-06-2024,medium,Bhubaneswar,referral,21,female
C02188,20-07-2024,medium,Chennai,organic,41,female
C02189,25-05-2024,medium,Bhubaneswar,referral,40,female
C02190,06-11-2025,low,Jaipur,ads,32,female
C02191,14-03-2025,low,Mumbai,ads,39,male
C02192,29-08-2024,medium,Kolkata,organic,30,female
C02193,03-08-2025,medium,Jaipur,ads,26,male
C02194,17-11-2025,medium,Ahmedabad,referral,35,other
C02195,14-07-2025,medium,Bangalore,referral,40,other
C02196,27-04-2025,low,Hyderabad,organic,38,female
C02197,17-04-2024,medium,Pune,referral,40,male
C02198,13-08-2024,low,Bangalore,organic,27,female
C02199,03-11-2025,low,Delhi,ads,50,male
C02200,22-09-2025,medium,Mumbai,ads,31,male
C02201,22-10-2025,medium,Jaipur,organic,33,female
C02202,23-10-2025,high,Pune,organic,21,male
C02203,07-03-2025,medium,Pune,ads,33,other
C02204,16-10-2025,medium,Delhi,organic,40,male
C02205,22-02-2025,medium,Jaipur,organic,42,female
C02206,30-03-2025,low,Pune,ads,50,female
C02207,08-06-2024,high,Jaipur,referral,40,male
C02208,06-06-2025,medium,Hyderabad,ads,37,male
C02209,11-10-2025,medium,Hyderabad,organic,30,other
C02210,12-08-2025,medium,Pune,organic,28,female
C02211,17-03-2024,medium,Pune,ads,44,male
C02212,23-05-2025,low,Delhi,ads,44,male
C02213,16-03-2025,medium,Jaipur,ads,24,female
C02214,10-09-2024,medium,Chennai,referral,42,male
C02215,15-11-2024,high,Bhubaneswar,ads,41,male
C02216,19-09-2024,medium,Bhubaneswar,organic,23,female
C02217,19-08-2025,low,Bangalore,referral,40,female
C02218,19-10-2025,medium,Bangalore,ads,24,female
C02219,07-07-2025,low,Pune,ads,18,female
C02220,08-01-2025,medium,Kolkata,referral,33,female
C02221,28-09-2025,high,Hyderabad,referral,37,female
C02222,15-06-2024,high,Ahmedabad,ads,33,male
C02223,03-04-2025,medium,Jaipur,organic,63,male
C02224,06-10-2024,medium,Mumbai,referral,38,male
C02225,30-11-2025,low,Mumbai,ads,36,male
C02226,28-10-2024,medium,Hyderabad,ads,39,other
C02227,14-06-2025,medium,Bangalore,ads,30,other
C02228,02-08-2025,medium,Delhi,ads,44,female
C02229,05-08-2024,medium,Mumbai,referral,38,female
C02230,11-04-2024,medium,Pune,ads,38,female
C02231,07-07-2025,high,Kolkata,referral,28,female
C02232,14-10-2024,high,Mumbai,referral,19,male
C02233,15-06-2024,high,Bhubaneswar,referral,29,female
C02234,12-09-2025,high,Kolkata,ads,37,female
C02235,05-02-2024,high,Kolkata,referral,30,male
C02236,18-12-2024,medium,Mumbai,organic,37,male
C02237,06-11-2025,medium,Delhi,organic,32,male
C02238,13-03-2024,low,Delhi,referral,39,female
C02239,09-10-2025,high,Bangalore,ads,25,male
C02240,18-12-2024,medium,Hyderabad,organic,36,female
C02241,10-03-2024,medium,Pune,organic,28,male
C02242,28-02-2025,high,Ahmedabad,organic,19,male
C02243,08-12-2025,low,Chennai,ads,33,female
C02244,14-07-2025,high,Ahmedabad,ads,50,female
C02245,03-10-2025,low,Bhubaneswar,organic,20,male
C02246,31-05-2025,low,Delhi,referral,36,female
C02247,03-03-2025,medium,Bangalore,organic,42,male
C02248,22-06-2025,medium,Bhubaneswar,ads,58,female
C02249,08-06-2024,medium,Ahmedabad,ads,30,female
C02250,28-05-2024,medium,Kolkata,ads,28,male
C02251,17-08-2024,medium,Hyderabad,organic,23,female
C02252,12-12-2025,high,Kolkata,organic,46,male
C02253,15-07-2025,high,Ahmedabad,referral,26,male
C02254,07-03-2024,medium,Mumbai,organic,31,male
C02255,15-01-2025,medium,Hyderabad,referral,18,male
C02256,27-02-2024,low,Bangalore,ads,43,female
C02257,15-09-2024,high,Jaipur,ads,46,female
C02258,07-12-2024,low,Kolkata,ads,43,female
C02259,09-05-2024,medium,Mumbai,organic,18,male
C02260,27-12-2025,medium,Bhubaneswar,ads,41,female
C02261,20-06-2024,medium,Jaipur,referral,18,male
C02262,05-09-2025,medium,Bhubaneswar,organic,35,female
C02263,27-07-2024,high,Delhi,ads,37,female
C02264,19-12-2024,medium,Jaipur,ads,38,male
C02265,15-04-2025,low,Hyderabad,ads,40,other
C02266,25-04-2024,medium,Delhi,organic,34,female
C02267,20-09-2024,medium,Hyderabad,ads,18,female
C02268,23-10-2025,low,Pune,referral,40,female
C02269,17-03-2025,low,Mumbai,organic,35,female
C02270,01-07-2025,medium,Ahmedabad,ads,25,other
C02271,28-03-2025,medium,Bhubaneswar,ads,19,female
C02272,21-04-2025,low,Ahmedabad,ads,50,male
C02273,13-10-2024,medium,Jaipur,ads,47,female
C02274,29-10-2024,medium,Kolkata,ads,42,male
C02275,06-11-2024,medium,Kolkata,organic,28,other
C02276,26-07-2024,low,Bhubaneswar,referral,18,female
C02277,09-09-2025,high,Delhi,referral,42,female
C02278,21-03-2025,low,Bhubaneswar,organic,38,female
C02279,31-10-2025,high,Pune,ads,31,female
C02280,24-09-2025,low,Pune,ads,46,male
C02281,24-02-2024,medium,Ahmedabad,referral,43,female
C02282,12-01-2024,medium,Jaipur,referral,36,female
C02283,18-10-2025,low,Pune,referral,35,female
C02284,03-02-2025,medium,Mumbai,organic,35,male
C02285,09-10-2025,medium,Delhi,referral,41,female
C02286,29-05-2025,high,Delhi,referral,26,male
C02287,17-10-2025,high,Pune,organic,39,male
C02288,25-06-2025,medium,Chennai,organic,25,male
C02289,24-08-2024,medium,Kolkata,ads,48,male
C02290,05-10-2024,high,Chennai,ads,40,male
C02291,13-12-2024,high,Jaipur,organic,28,female
C02292,18-09-2025,medium,Jaipur,organic,35,female
C02293,13-04-2024,medium,Hyderabad,organic,26,male
C02294,21-09-2025,low,Jaipur,ads,50,female
C02295,31-05-2025,high,Hyderabad,organic,51,female
C02296,04-09-2024,high,Delhi,ads,41,male
C02297,29-12-2024,low,Mumbai,organic,50,male
C02298,16-11-2024,medium,Bangalore,referral,36,female
C02299,24-09-2025,low,Kolkata,referral,42,male
C02300,12-10-2024,low,Hyderabad,referral,47,male
C02301,28-05-2024,low,Ahmedabad,ads,34,other
C02302,24-03-2024,high,Mumbai,organic,35,female
C02303,09-02-2025,low,Bhubaneswar,ads,44,male
C02304,31-03-2025,low,Ahmedabad,organic,41,female
C02305,09-06-2024,medium,Mumbai,referral,27,female
C02306,04-04-2025,medium,Ahmedabad,organic,18,female
C02307,03-07-2025,medium,Pune,ads,33,male
C02308,14-05-2025,high,Ahmedabad,ads,18,female
C02309,23-05-2025,medium,Hyderabad,referral,25,female
C02310,15-10-2025,medium,Mumbai,ads,26,male
C02311,25-04-2025,medium,Bhubaneswar,ads,29,female
C02312,24-10-2025,medium,Jaipur,ads,43,male
C02313,23-04-2024,medium,Ahmedabad,ads,45,male
C02314,31-07-2025,medium,Bhubaneswar,organic,40,female
C02315,26-12-2024,low,Mumbai,referral,41,male
C02316,06-12-2024,high,Bhubaneswar,ads,41,male
C02317,24-03-2025,medium,Bangalore,organic,18,female
C02318,28-06-2024,high,Bangalore,referral,35,male
C02319,02-12-2025,medium,Ahmedabad,ads,18,female
C02320,10-02-2025,low,Ahmedabad,referral,40,male
C02321,27-10-2025,low,Ahmedabad,referral,18,male
C02322,14-07-2024,medium,Kolkata,referral,33,male
C02323,10-04-2025,low,Pune,organic,40,female
C02324,06-11-2024,high,Bhubaneswar,organic,23,male
C02325,18-09-2024,medium,Chennai,referral,44,male
C02326,22-02-2025,high,Delhi,referral,40,female
C02327,09-02-2025,low,Ahmedabad,ads,38,female
C02328,22-05-2024,medium,Hyderabad,ads,41,female
C02329,07-12-2024,medium,Bangalore,organic,31,male
C02330,11-11-2024,low,Bangalore,referral,36,female
C02331,10-04-2024,high,Jaipur,organic,35,female
C02332,31-08-2024,high,Delhi,organic,34,female
C02333,04-05-2025,low,Bhubaneswar,ads,28,female
C02334,12-01-2024,medium,Mumbai,organic,22,female
C02335,26-08-2024,high,Delhi,referral,31,female
C02336,14-07-2025,medium,Pune,organic,31,male
C02337,11-02-2024,medium,Ahmedabad,organic,27,female
C02338,08-11-2025,high,Hyderabad,ads,43,female
C02339,16-08-2025,medium,Bhubaneswar,ads,23,female
C02340,04-03-2025,high,Bhubaneswar,organic,33,female
C02341,06-06-2024,medium,Ahmedabad,ads,46,female
C02342,03-08-2024,low,Pune,ads,44,female
C02343,31-10-2025,low,Ahmedabad,referral,47,male
C02344,06-04-2025,medium,Ahmedabad,organic,29,female
C02345,13-05-2024,high,Delhi,referral,42,male
C02346,07-03-2024,low,Hyderabad,ads,24,other
C02347,07-01-2024,medium,Bhubaneswar,organic,32,female
C02348,09-06-2025,high,Jaipur,organic,33,female
C02349,13-03-2024,low,Ahmedabad,ads,29,male
C02350,02-02-2025,low,Kolkata,organic,31,male
C02351,08-02-2025,low,Mumbai,organic,30,female
C02352,05-11-2025,low,Ahmedabad,organic,25,male
C02353,31-07-2025,medium,Ahmedabad,ads,43,male
C02354,09-05-2024,medium,Bhubaneswar,ads,33,female
C02355,10-04-2025,medium,Bangalore,organic,37,male
C02356,24-07-2024,medium,Chennai,ads,36,male
C02357,22-09-2024,medium,Mumbai,ads,35,female
C02358,20-06-2025,low,Bangalore,organic,35,female
C02359,09-09-2024,low,Delhi,referral,31,female
C02360,15-10-2024,medium,Kolkata,ads,49,other
C02361,12-06-2024,low,Chennai,referral,42,female
C02362,04-04-2024,low,Mumbai,organic,35,male
C02363,19-04-2024,medium,Bangalore,referral,30,female
C02364,01-12-2024,medium,Hyderabad,ads,33,male
C02365,25-08-2024,medium,Hyderabad,ads,39,male
C02366,15-01-2025,medium,Pune,ads,49,male
C02367,11-03-2025,high,Ahmedabad,organic,21,female
C02368,27-04-2025,medium,Kolkata,referral,41,female
C02369,25-01-2024,medium,Chennai,ads,46,male
C02370,14-10-2025,medium,Mumbai,organic,20,male
C02371,26-04-2024,low,Hyderabad,organic,33,female
C02372,26-04-2025,high,Kolkata,organic,24,male
C02373,26-01-2025,low,Chennai,ads,39,female
C02374,20-06-2025,medium,Pune,ads,31,male
C02375,19-03-2024,high,Hyderabad,ads,33,male
C02376,02-08-2025,low,Bhubaneswar,organic,30,male
