customer_id,final_score,churn_prob,purchase_prob,expected_revenue,selected,customer_segment,engagement_segment,age,gender,location,acquisition_channel
C04502,0,0.529940856,0.000276713,0,0,medium,No Interaction,33,male,Bangalore,organic
C06233,0,0.553053472,6.46E-05,0,0,low,No Interaction,25,female,Mumbai,organic
C01265,0,0.51263316,4.02E-05,0,0,low,No Interaction,41,male,Pune,ads
C01788,0,0.510023822,0.000497218,0,0,medium,No Interaction,33,male,Jaipur,referral
C04853,0,0.53347881,0.000478926,0,0,medium,No Interaction,18,female,Delhi,referral
C01529,0,0.52900438,0.000274782,0,0,medium,No Interaction,37,male,Bangalore,organic
C06581,0,0.568023888,0.000240685,0,0,medium,No Interaction,18,female,Hyderabad,referral
C04508,0,0.489596691,0.000258455,0,0,high,No Interaction,18,female,Delhi,referral
C03546,0,0.526462622,8.27E-05,0,0,high,No Interaction,30,male,Bhubaneswar,organic
C05933,0,0.537539177,0.000412534,0,0,medium,No Interaction,42,female,Jaipur,organic
C06274,0,0.544272986,2.58E-05,0,0,low,No Interaction,43,male,Bhubaneswar,ads
C01421,0,0.592030096,0.000121059,0,0,medium,No Interaction,30,other,Ahmedabad,ads
C02492,0,0.51954396,0.000417138,0,0,medium,No Interaction,22,female,Jaipur,referral
C05488,0,0.524963057,3.45E-05,0,0,low,No Interaction,18,female,Pune,ads
C01915,0,0.534949022,6.69E-05,0,0,medium,No Interaction,48,other,Pune,referral
C05196,0,0.513154564,0.000128521,0,0,high,No Interaction,43,female,Kolkata,organic
C05109,0,0.506747567,8.57E-05,0,0,low,No Interaction,46,male,Jaipur,ads
C05526,0,0.515789706,0.000405618,0,0,medium,No Interaction,38,female,Jaipur,referral
C02760,0,0.553566139,8.94E-05,0,0,medium,No Interaction,35,other,Bangalore,ads
C05839,0,0.519025791,0.000146128,0,0,high,No Interaction,20,female,Kolkata,ads
C02566,0,0.587702323,0.000241808,0,0,medium,No Interaction,29,female,Hyderabad,organic
C07918,0,0.552103966,0.000518161,0,0,medium,No Interaction,37,female,Delhi,ads
C03127,0,0.544084276,8.41E-05,0,0,low,No Interaction,36,male,Mumbai,ads
C04403,0,0.536271045,0.000170758,0,0,high,No Interaction,37,male,Hyderabad,ads
C02708,0,0.542677448,0.000355872,0,0,medium,No Interaction,44,male,Ahmedabad,referral
C07626,0,0.547554522,0.000640742,0,0,medium,No Interaction,27,male,Delhi,ads
C07706,0,0.557733057,5.03E-05,0,0,low,No Interaction,32,male,Hyderabad,ads
C02072,0,0.549746855,0.000288928,0,0,medium,No Interaction,44,male,Kolkata,organic
C05617,0,0.535071457,0.000184994,0,0,high,No Interaction,18,female,Ahmedabad,ads
C06385,0,0.52633708,0.000102621,0,0,low,No Interaction,18,male,Delhi,ads
C07921,0,0.512996758,3.58E-05,0,0,low,No Interaction,35,female,Bangalore,organic
C07603,0,0.502383238,0.000106758,0,0,high,No Interaction,25,female,Pune,organic
C02853,0,0.530857046,0.000164711,0,0,high,No Interaction,34,female,Ahmedabad,organic
C05648,0,0.585195295,0.000237196,0,0,medium,No Interaction,40,female,Hyderabad,organic
C06248,0,0.50705785,4.44E-05,0,0,low,No Interaction,35,male,Chennai,referral
C06639,0,0.506551488,8.25E-05,0,0,high,No Interaction,18,male,Bhubaneswar,referral
C07016,0,0.55143481,5.24E-05,0,0,low,No Interaction,35,female,Ahmedabad,ads
C06987,0,0.553518006,6.48E-05,0,0,low,No Interaction,23,female,Mumbai,organic
C01650,0,0.493676498,0.00022262,0,0,high,No Interaction,42,female,Jaipur,organic
C02964,0,0.50144751,0.000115374,0,0,high,No Interaction,31,female,Pune,ads
C03441,0,0.480311553,0.000308621,0,0,high,No Interaction,28,male,Delhi,referral
C05964,0,0.510178812,3.65E-05,0,0,low,No Interaction,46,female,Kolkata,referral
C06505,0,0.570596321,0.000296809,0,0,medium,No Interaction,50,female,Ahmedabad,organic
C06376,0,0.506528716,4.75E-05,0,0,low,No Interaction,35,male,Bangalore,ads
C05478,0,0.506985086,0.00016648,0,0,high,No Interaction,47,male,Chennai,ads
C02900,0,0.565493441,3.83E-05,0,0,low,No Interaction,26,female,Hyderabad,organic
C03950,0,0.52929495,4.72E-05,0,0,low,No Interaction,31,female,Ahmedabad,referral
C07248,0,0.571388402,0.000550602,0,0,medium,No Interaction,18,male,Mumbai,ads
C03452,0,0.553760865,0.000290013,0,0,medium,No Interaction,32,male,Chennai,organic
C01494,0,0.465223921,0.000147844,0,0,high,No Interaction,25,male,Bangalore,referral
C04681,0,0.508232251,4.48E-05,0,0,low,No Interaction,30,male,Chennai,referral
C06068,0,0.558066492,0.000234105,0,0,medium,No Interaction,43,female,Chennai,organic
C01787,0,0.538127737,0.000259376,0,0,medium,No Interaction,32,male,Pune,ads
C04336,0,0.512386474,0.000227466,0,0,medium,No Interaction,43,male,Pune,referral
C07844,0,0.546386248,0.000583647,0,0,medium,No Interaction,30,male,Delhi,organic
C03797,0,0.532590004,5.05E-05,0,0,low,No Interaction,25,male,Chennai,ads
C05279,0,0.574965481,0.000306847,0,0,medium,No Interaction,31,female,Ahmedabad,organic
C05426,0,0.570797007,2.35E-05,0,0,low,No Interaction,20,other,Mumbai,organic
C03394,0,0.5472432,6.73E-05,0,0,low,No Interaction,52,female,Mumbai,ads
C02884,0,0.562469319,0.000263391,0,0,medium,No Interaction,26,female,Chennai,ads
C05534,0,0.549514235,0.000288422,0,0,medium,No Interaction,45,male,Kolkata,organic
C07208,0,0.567471553,0.000370919,0,0,medium,No Interaction,34,male,Ahmedabad,organic
C07799,0,0.596062261,5.07E-05,0,0,medium,No Interaction,19,other,Bhubaneswar,ads
C03599,0,0.562175418,0.000269859,0,0,medium,No Interaction,22,female,Kolkata,ads
C06636,0,0.500022433,0.000193726,0,0,high,No Interaction,39,male,Ahmedabad,referral
C05462,0,0.574276374,0.000305239,0,0,medium,No Interaction,34,female,Ahmedabad,organic
C06685,0,0.562234101,0.000241599,0,0,medium,No Interaction,25,female,Chennai,organic
C02089,0,0.536722047,0.000235843,0,0,medium,No Interaction,36,male,Pune,organic
C04854,0,0.576109421,0.000409858,0,0,medium,No Interaction,25,female,Mumbai,organic
C01528,0,0.55347773,2.16E-05,0,0,low,No Interaction,33,female,Bhubaneswar,ads
C04866,0,0.531982501,7.33E-05,0,0,high,No Interaction,38,female,Bhubaneswar,ads
C05806,0,0.521200241,0.000189823,0,0,medium,No Interaction,35,female,Pune,referral
C02224,0,0.543839344,0.000475333,0,0,medium,No Interaction,38,male,Mumbai,referral
C03974,0,0.519786426,6.78E-05,0,0,low,No Interaction,18,female,Jaipur,organic
C05254,0,0.501197107,0.000195429,0,0,high,No Interaction,34,male,Ahmedabad,referral
C06497,0,0.546623116,0.000636272,0,0,medium,No Interaction,31,male,Delhi,ads
C02199,0,0.518834633,9.70E-05,0,0,low,No Interaction,50,male,Delhi,ads
C06494,0,0.587022911,0.000261779,0,0,medium,No Interaction,34,female,Hyderabad,ads
C05319,0,0.51947819,0.000278997,0,0,high,No Interaction,54,male,Mumbai,ads
C07611,0,0.552544599,1.97E-05,0,0,low,No Interaction,35,female,Bhubaneswar,organic
C01826,0,0.539874446,0.000419818,0,0,medium,No Interaction,32,female,Jaipur,organic
C04500,0,0.551615053,1.96E-05,0,0,low,No Interaction,39,female,Bhubaneswar,organic
C07514,0,0.588616724,0.000265007,0,0,medium,No Interaction,27,female,Hyderabad,ads
C04566,0,0.51392378,7.06E-05,0,0,low,No Interaction,45,female,Jaipur,ads
C01229,0,0.576576167,0.000338054,0,0,medium,No Interaction,26,female,Ahmedabad,ads
C03982,0,0.553556623,4.88E-05,0,0,low,No Interaction,50,male,Hyderabad,ads
C05484,0,0.566779432,0.000531663,0,0,medium,No Interaction,38,male,Mumbai,ads
C07253,0,0.503734023,7.20E-05,0,0,low,No Interaction,45,female,Delhi,referral
C07328,0,0.554450745,7.11E-05,0,0,low,No Interaction,21,female,Mumbai,ads
C04299,0,0.567427608,0.000163702,0,0,medium,No Interaction,43,male,Bhubaneswar,ads
C06831,0,0.534754635,0.000243942,0,0,medium,No Interaction,44,female,Bangalore,ads
C03387,0,0.537554889,0.000238322,0,0,medium,No Interaction,29,female,Kolkata,referral
C06530,0,0.526228339,8.26E-05,0,0,high,No Interaction,31,male,Bhubaneswar,organic
C06608,0,0.559480604,3.66E-05,0,0,low,No Interaction,52,female,Hyderabad,organic
C01811,0,0.564221261,7.85E-05,0,0,medium,No Interaction,21,other,Pune,ads
C03039,0,0.504414555,4.67E-05,0,0,low,No Interaction,44,male,Bangalore,ads
C01596,0,0.570826539,0.000428439,0,0,medium,No Interaction,50,female,Mumbai,ads
C06472,0,0.535923443,0.000246087,0,0,medium,No Interaction,39,female,Bangalore,ads
C02096,0,0.568727675,2.52E-05,0,0,low,No Interaction,31,other,Mumbai,ads
C03056,0,0.602804775,8.64E-05,0,0,medium,No Interaction,34,other,Hyderabad,organic
C07980,0,0.561708821,0.000247099,0,0,medium,No Interaction,22,female,Kolkata,organic
C05232,0,0.573812878,0.000402746,0,0,medium,No Interaction,35,female,Mumbai,organic
C07091,0,0.565266453,4.16E-05,0,0,low,No Interaction,29,female,Hyderabad,ads
C04528,0,0.538489438,0.000230519,0,0,medium,No Interaction,26,female,Bangalore,organic
C07868,0,0.541396019,0.000265812,0,0,medium,No Interaction,18,male,Pune,ads
C01695,0,0.558698951,0.000241539,0,0,medium,No Interaction,35,female,Kolkata,organic
C06766,0,0.523759283,0.000100664,0,0,low,No Interaction,29,male,Delhi,ads
C01560,0,0.516142361,0.000233927,0,0,medium,No Interaction,27,male,Pune,referral
C06478,0,0.529718376,5.08E-05,0,0,low,No Interaction,32,male,Kolkata,ads
C06559,0,0.551198374,6.93E-05,0,0,low,No Interaction,35,female,Mumbai,ads
C04051,0,0.551867615,0.000475301,0,0,medium,No Interaction,36,female,Delhi,organic
C03304,0,0.566087086,0.000367043,0,0,medium,No Interaction,40,male,Ahmedabad,organic
C04150,0,0.521681131,3.36E-05,0,0,low,No Interaction,32,female,Pune,ads
C05198,0,0.530437138,0.000468152,0,0,medium,No Interaction,31,female,Delhi,referral
C06963,0,0.563418097,4.10E-05,0,0,low,No Interaction,37,female,Hyderabad,ads
C01253,0,0.543384881,5.81E-05,0,0,low,No Interaction,38,male,Ahmedabad,organic
C05809,0,0.514381378,0.000401381,0,0,medium,No Interaction,44,female,Jaipur,referral
C02151,0,0.550039714,5.19E-05,0,0,low,No Interaction,41,female,Ahmedabad,ads
C05828,0,0.543171573,0.000140517,0,0,high,No Interaction,37,female,Hyderabad,ads
C06099,0,0.531087078,0.000218481,0,0,high,No Interaction,32,female,Mumbai,organic
C06741,0,0.570233367,0.000501536,0,0,medium,No Interaction,21,male,Mumbai,organic
C06089,0,0.502387237,0.000116185,0,0,high,No Interaction,27,female,Pune,ads
C07876,0,0.502116346,0.000313883,0,0,high,No Interaction,32,male,Delhi,organic
C07898,0,0.544739133,2.59E-05,0,0,low,No Interaction,41,male,Bhubaneswar,ads
C04655,0,0.561567977,4.05E-05,0,0,low,No Interaction,45,female,Hyderabad,ads
C05445,0,0.530174699,0.000288595,0,0,medium,No Interaction,31,male,Kolkata,referral
C02615,0,0.520412443,0.000258164,0,0,high,No Interaction,48,male,Mumbai,organic
C02928,0,0.513076342,0.00050866,0,0,medium,No Interaction,20,male,Jaipur,referral
C03904,0,0.520035455,3.05E-05,0,0,low,No Interaction,37,female,Pune,organic
C02086,0,0.528095839,0.000460029,0,0,medium,No Interaction,41,female,Delhi,referral
C03997,0,0.538940542,0.000416889,0,0,medium,No Interaction,36,female,Jaipur,organic
C06044,0,0.485170901,0.000150407,0,0,high,No Interaction,41,male,Chennai,referral
C03446,0,0.551639153,0.000516351,0,0,medium,No Interaction,39,female,Delhi,ads
C03505,0,0.538944517,0.00045369,0,0,medium,No Interaction,38,female,Jaipur,ads
C01829,0,0.524716826,0.000194874,0,0,medium,No Interaction,20,female,Pune,referral
C07075,0,0.513231288,3.73E-05,0,0,low,No Interaction,33,female,Kolkata,referral
C03672,0,0.490260952,0.000302244,0,0,high,No Interaction,29,male,Jaipur,ads
C04733,0,0.516270986,7.19E-05,0,0,low,No Interaction,35,female,Jaipur,ads
C01603,0,0.509803508,0.000170014,0,0,high,No Interaction,35,male,Chennai,ads
C06969,0,0.578666022,0.000288743,0,0,medium,No Interaction,39,male,Hyderabad,organic
C01722,0,0.513235528,3.90E-05,0,0,low,No Interaction,36,female,Bangalore,ads
C03761,0,0.531563195,0.00050481,0,0,medium,No Interaction,38,male,Jaipur,organic
C01801,0,0.549518195,0.000313887,0,0,medium,No Interaction,47,male,Kolkata,ads
C03400,0,0.515816622,0.000121726,0,0,high,No Interaction,55,female,Hyderabad,referral
C03407,0,0.526959749,0.000274378,0,0,medium,No Interaction,50,male,Chennai,referral
C02385,0,0.577948216,0.000313909,0,0,medium,No Interaction,18,female,Ahmedabad,organic
C07838,0,0.56078712,0.000267039,0,0,medium,No Interaction,28,female,Kolkata,ads
C04841,0,0.556337841,4.57E-05,0,0,low,No Interaction,36,male,Hyderabad,organic
C03173,0,0.545486563,6.42E-05,0,0,low,No Interaction,31,male,Ahmedabad,ads
C07261,0,0.512761978,3.57E-05,0,0,low,No Interaction,36,female,Bangalore,organic
C06512,0,0.486592794,4.35E-05,0,0,low,No Interaction,21,male,Bangalore,referral
C07410,0,0.57662337,9.58E-05,0,0,medium,No Interaction,31,other,Kolkata,ads
C07897,0,0.558200629,6.89E-05,0,0,medium,No Interaction,45,other,Pune,organic
C07962,0,0.577520001,0.000286227,0,0,medium,No Interaction,44,male,Hyderabad,organic
C05007,0,0.546153325,0.000582627,0,0,medium,No Interaction,31,male,Delhi,organic
C03495,0,0.545193395,0.000147123,0,0,medium,No Interaction,40,male,Bhubaneswar,referral
C06638,0,0.534618394,0.000232156,0,0,medium,No Interaction,45,male,Pune,organic
C07597,0,0.574050518,0.000331607,0,0,medium,No Interaction,37,female,Ahmedabad,ads
C02252,0,0.505508103,0.000155363,0,0,high,No Interaction,46,male,Kolkata,organic
C03004,0,0.576299104,0.00013685,0,0,medium,No Interaction,34,female,Bhubaneswar,ads
C02948,0,0.500973643,0.000105642,0,0,high,No Interaction,31,female,Pune,organic
C04046,0,0.523460714,0.000264107,0,0,high,No Interaction,35,male,Mumbai,organic
C02621,0,0.550969867,5.23E-05,0,0,low,No Interaction,37,female,Ahmedabad,ads
C02657,0,0.534049185,0.000222977,0,0,medium,No Interaction,45,female,Bangalore,organic
C04780,0,0.568167317,0.000405788,0,0,medium,No Interaction,33,male,Ahmedabad,ads
C04864,0,0.49978348,0.000256067,0,0,high,No Interaction,39,male,Mumbai,referral
C02048,0,0.568719936,0.000107661,0,0,medium,No Interaction,33,other,Ahmedabad,referral
C02465,0,0.54432093,0.000195099,0,0,medium,No Interaction,33,female,Pune,organic
C04558,0,0.531345172,0.000279634,0,0,medium,No Interaction,27,male,Bangalore,organic
C04757,0,0.563414162,3.77E-05,0,0,low,No Interaction,35,female,Hyderabad,organic
C02585,0,0.547128918,0.000133016,0,0,high,No Interaction,18,female,Hyderabad,organic
C02706,0,0.552540532,0.000321111,0,0,medium,No Interaction,34,male,Kolkata,ads
C04174,0,0.535791225,0.000254875,0,0,medium,No Interaction,42,male,Pune,ads
C07659,0,0.525761188,7.34E-05,0,0,low,No Interaction,48,female,Delhi,organic
C05273,0,0.568115539,0.000151212,0,0,medium,No Interaction,38,male,Bhubaneswar,organic
C01566,0,0.535336122,0.000169566,0,0,high,No Interaction,41,male,Hyderabad,ads
C06326,0,0.553233498,0.000296615,0,0,medium,No Interaction,29,male,Kolkata,organic
C01945,0,0.530857028,0.000237356,0,0,high,No Interaction,35,female,Mumbai,ads
C03690,0,0.587246834,0.000240962,0,0,medium,No Interaction,31,female,Hyderabad,organic
C05761,0,0.532990746,1.97E-05,0,0,low,No Interaction,22,female,Bhubaneswar,referral
C01346,0,0.567702177,0.000535398,0,0,medium,No Interaction,34,male,Mumbai,ads
C05018,0,0.563767404,4.80E-05,0,0,high,No Interaction,18,other,Hyderabad,organic
C05778,0,0.574280284,0.000332188,0,0,medium,No Interaction,36,female,Ahmedabad,ads
C06187,0,0.536153179,0.000226518,0,0,medium,No Interaction,36,female,Bangalore,organic
C01758,0,0.557540147,0.000239434,0,0,medium,No Interaction,40,female,Kolkata,organic
C01289,0,0.532035148,0.000551295,0,0,medium,No Interaction,38,male,Jaipur,ads
C04054,0,0.545968388,0.0001435,0,0,high,No Interaction,25,female,Hyderabad,ads
C01259,0,0.546125299,0.000148157,0,0,medium,No Interaction,36,male,Bhubaneswar,referral
C07387,0,0.545482579,8.50E-05,0,0,low,No Interaction,30,male,Mumbai,ads
C05317,0,0.545257097,0.000213818,0,0,medium,No Interaction,31,female,Pune,ads
C04358,0,0.577031046,0.000311719,0,0,medium,No Interaction,22,female,Ahmedabad,organic
C02732,0,0.519943338,0.000257262,0,0,high,No Interaction,50,male,Mumbai,organic
C06514,0,0.535059344,4.02E-05,0,0,low,No Interaction,44,female,Chennai,ads
C02629,0,0.538956248,0.000240839,0,0,medium,No Interaction,23,female,Kolkata,referral
C04860,0,0.511675496,8.17E-05,0,0,low,No Interaction,23,male,Jaipur,organic
C05473,0,0.533683037,0.000230536,0,0,medium,No Interaction,49,male,Pune,organic
C05929,0,0.544968211,2.38E-05,0,0,low,No Interaction,38,male,Bhubaneswar,organic
C04585,0,0.498608807,0.000253836,0,0,high,No Interaction,44,male,Mumbai,referral
C06064,0,0.55939787,0.000264249,0,0,medium,No Interaction,34,female,Kolkata,ads
C07158,0,0.551430853,4.82E-05,0,0,low,No Interaction,33,female,Ahmedabad,organic
C02839,0,0.559629477,0.000264712,0,0,medium,No Interaction,33,female,Kolkata,ads
C03740,0,0.520039448,3.32E-05,0,0,low,No Interaction,39,female,Pune,ads
C06891,0,0.548879241,0.000279545,0,0,medium,No Interaction,53,male,Chennai,organic
C07746,0,0.536258657,0.000255769,0,0,medium,No Interaction,40,male,Pune,ads
C04708,0,0.553285751,6.47E-05,0,0,low,No Interaction,24,female,Mumbai,organic
C02910,0,0.567343685,4.23E-05,0,0,low,No Interaction,20,female,Hyderabad,ads
C02821,0,0.510038351,0.000170312,0,0,high,No Interaction,34,male,Chennai,ads
C01896,0,0.548828239,2.09E-05,0,0,low,No Interaction,53,female,Bhubaneswar,ads
C01547,0,0.492282963,0.000127254,0,0,high,No Interaction,35,female,Kolkata,referral
C05699,0,0.536917244,0.000230987,0,0,medium,No Interaction,37,female,Chennai,referral
C01786,0,0.531420141,5.01E-05,0,0,low,No Interaction,30,male,Chennai,ads
C02560,0,0.554450763,4.93E-05,0,0,low,No Interaction,20,female,Ahmedabad,organic
C02381,0,0.542688835,0.000192723,0,0,medium,No Interaction,40,female,Pune,organic
C03212,0,0.530384936,0.000217337,0,0,high,No Interaction,35,female,Mumbai,organic
C06475,0,0.548926878,2.45E-05,0,0,low,No Interaction,21,male,Bhubaneswar,organic
C02751,0,0.534048943,0.000232145,0,0,medium,No Interaction,44,female,Kolkata,referral
C07638,0,0.496586704,2.97E-05,0,0,low,No Interaction,40,female,Pune,referral
C02922,0,0.478701679,0.000103507,0,0,high,No Interaction,29,female,Pune,referral
C06696,0,0.573309406,0.000122916,0,0,medium,No Interaction,45,female,Bhubaneswar,organic
C07622,0,0.552332384,0.000476967,0,0,medium,No Interaction,34,female,Delhi,organic
C03947,0,0.571056745,0.00042919,0,0,medium,No Interaction,49,female,Mumbai,ads
C03088,0,0.51440531,3.61E-05,0,0,low,No Interaction,29,female,Bangalore,organic
C07270,0,0.529480279,4.66E-05,0,0,low,No Interaction,31,male,Kolkata,organic
C01998,0,0.572897295,0.00030205,0,0,medium,No Interaction,40,female,Ahmedabad,organic
C06554,0,0.552776928,1.97E-05,0,0,low,No Interaction,34,female,Bhubaneswar,organic
C04024,0,0.488629181,0.000152219,0,0,high,No Interaction,22,male,Bangalore,organic
C02091,0,0.539890147,0.000242531,0,0,medium,No Interaction,19,female,Kolkata,referral
C03489,0,0.540925361,0.000243393,0,0,medium,No Interaction,18,male,Pune,organic
C06348,0,0.513807014,4.06E-05,0,0,low,No Interaction,36,male,Pune,ads
C06592,0,0.546153325,0.000582627,0,0,medium,No Interaction,31,male,Delhi,organic
C02569,0,0.531111153,0.000279145,0,0,medium,No Interaction,28,male,Bangalore,organic
C06165,0,0.531654142,5.02E-05,0,0,low,No Interaction,29,male,Chennai,ads
C03338,0,0.577749272,0.000286728,0,0,medium,No Interaction,43,male,Hyderabad,organic
C01237,0,0.545936717,0.00048288,0,0,medium,No Interaction,29,male,Mumbai,referral
C02176,0,0.547550559,0.000588777,0,0,medium,No Interaction,25,male,Delhi,organic
C06567,0,0.541740415,0.000467904,0,0,medium,No Interaction,47,male,Mumbai,referral
C05967,0,0.555645823,4.95E-05,0,0,low,No Interaction,41,male,Hyderabad,ads
C07000,0,0.544317394,5.85E-05,0,0,low,No Interaction,34,male,Ahmedabad,organic
C07064,0,0.529012221,1.91E-05,0,0,low,No Interaction,39,female,Bhubaneswar,referral
C07275,0,0.517442959,0.00012923,0,0,high,No Interaction,30,female,Chennai,organic
C05195,0,0.507213348,7.90E-05,0,0,low,No Interaction,42,male,Jaipur,organic
C03907,0,0.552308179,0.00032055,0,0,medium,No Interaction,35,male,Kolkata,ads
C03626,0,0.567467608,0.000491112,0,0,medium,No Interaction,33,male,Mumbai,organic
C02550,0,0.551250179,1.48E-05,0,0,low,No Interaction,41,other,Kolkata,ads
C06270,0,0.513231532,3.58E-05,0,0,low,No Interaction,34,female,Bangalore,organic
C03492,0,0.527142449,4.98E-05,0,0,low,No Interaction,43,male,Kolkata,ads
C07466,0,0.522951201,8.77E-05,0,0,high,No Interaction,47,male,Bhubaneswar,ads
C03821,0,0.529928852,0.000542679,0,0,medium,No Interaction,47,male,Jaipur,ads
C02556,0,0.539727758,3.83E-05,0,0,low,No Interaction,22,female,Chennai,organic
C06318,0,0.539961201,3.83E-05,0,0,low,No Interaction,21,female,Chennai,organic
C04420,0,0.523699135,0.000199808,0,0,high,No Interaction,35,male,Ahmedabad,organic
C04955,0,0.535071563,0.000518238,0,0,medium,No Interaction,23,male,Jaipur,organic
C05770,0,0.545687418,0.000580591,0,0,medium,No Interaction,33,male,Delhi,organic
C05787,0,0.536152937,0.000235832,0,0,medium,No Interaction,35,female,Kolkata,referral
C06244,0,0.567236936,0.000490253,0,0,medium,No Interaction,34,male,Mumbai,organic
C02699,0,0.465675579,0.000267391,0,0,high,No Interaction,35,male,Jaipur,referral
C07363,0,0.552780882,2.15E-05,0,0,low,No Interaction,36,female,Bhubaneswar,ads
C01563,0,0.575191193,0.000406998,0,0,medium,No Interaction,29,female,Mumbai,organic
C03392,0,0.574739721,0.000333353,0,0,medium,No Interaction,34,female,Ahmedabad,ads
C04111,0,0.575380983,0.000135895,0,0,medium,No Interaction,38,female,Bhubaneswar,ads
C06954,0,0.555645823,4.95E-05,0,0,low,No Interaction,41,male,Hyderabad,ads
C03249,0,0.505405242,0.000321671,0,0,high,No Interaction,18,male,Delhi,organic
C03680,0,0.542456034,6.27E-05,0,0,low,No Interaction,44,male,Ahmedabad,ads
C05220,0,0.511693975,4.00E-05,0,0,low,No Interaction,45,male,Pune,ads
C04979,0,0.561249993,0.000267976,0,0,medium,No Interaction,26,female,Kolkata,ads
C04193,0,0.535455966,0.000245227,0,0,medium,No Interaction,41,female,Bangalore,ads
C05794,0,0.552100011,0.000476133,0,0,medium,No Interaction,35,female,Delhi,organic
C03824,0,0.539660915,0.000253077,0,0,medium,No Interaction,23,female,Bangalore,ads
C05128,0,0.561712759,0.000268916,0,0,medium,No Interaction,24,female,Kolkata,ads
C05309,0,0.505820019,4.34E-05,0,0,low,No Interaction,36,male,Bangalore,organic
C05631,0,0.520003544,8.99E-05,0,0,low,No Interaction,43,male,Delhi,organic
C01482,0,0.508630742,0.000273027,0,0,medium,No Interaction,27,male,Bangalore,referral
C05552,0,0.547598536,0.000145269,0,0,high,No Interaction,18,female,Hyderabad,ads
C01400,0,0.524375561,4.55E-05,0,0,low,No Interaction,52,female,Ahmedabad,referral
C06641,0,0.547447903,0.000459755,0,0,medium,No Interaction,55,female,Delhi,organic
C07072,0,0.531845223,5.11E-05,0,0,high,No Interaction,37,other,Kolkata,ads
C02524,0,0.528142727,4.89E-05,0,0,low,No Interaction,44,male,Chennai,ads
C04775,0,0.511614759,6.69E-05,0,0,high,No Interaction,26,female,Bhubaneswar,referral
C01976,0,0.489776508,3.48E-05,0,0,low,No Interaction,37,female,Bangalore,referral
C03159,0,0.575195101,0.000442927,0,0,medium,No Interaction,31,female,Mumbai,ads
C04982,0,0.5401986,4.18E-05,0,0,low,No Interaction,22,female,Chennai,ads
C06041,0,0.556023012,0.000329654,0,0,medium,No Interaction,19,male,Kolkata,ads
C03323,0,0.576065716,0.000125526,0,0,medium,No Interaction,33,female,Bhubaneswar,organic
C03180,0,0.534587773,3.68E-05,0,0,low,No Interaction,44,female,Chennai,organic
C04991,0,0.529164086,9.55E-05,0,0,high,No Interaction,18,other,Delhi,organic
C05065,0,0.520711174,9.84E-05,0,0,low,No Interaction,42,male,Delhi,ads
C05407,0,0.536929084,4.08E-05,0,0,low,No Interaction,36,female,Chennai,ads
C03823,0,0.532031166,0.00050658,0,0,medium,No Interaction,36,male,Jaipur,organic
C07878,0,0.546598968,2.41E-05,0,0,low,No Interaction,31,male,Bhubaneswar,organic
C04537,0,0.543384863,8.37E-05,0,0,low,No Interaction,39,male,Mumbai,ads
C06250,0,0.546417936,0.000198197,0,0,medium,No Interaction,24,female,Pune,organic
C06723,0,0.529928852,0.000542679,0,0,medium,No Interaction,47,male,Jaipur,ads
C07454,0,0.506711071,0.000253818,0,0,high,No Interaction,42,female,Delhi,organic
C03251,0,0.579737317,0.000140491,0,0,medium,No Interaction,19,female,Bhubaneswar,ads
C02160,0,0.55120235,5.24E-05,0,0,low,No Interaction,36,female,Ahmedabad,ads
C04452,0,0.546366063,2.41E-05,0,0,low,No Interaction,32,male,Bhubaneswar,organic
C05542,0,0.52880878,9.16E-05,0,0,high,No Interaction,22,male,Bhubaneswar,ads
C07314,0,0.519309379,0.000416409,0,0,medium,No Interaction,23,female,Jaipur,referral
C06254,0,0.529238275,0.000286581,0,0,medium,No Interaction,35,male,Kolkata,referral
C07087,0,0.547598536,0.000145269,0,0,high,No Interaction,18,female,Hyderabad,ads
C02587,0,0.595835977,5.06E-05,0,0,medium,No Interaction,20,other,Bhubaneswar,ads
C07117,0,0.527873507,8.11E-05,0,0,low,No Interaction,41,female,Delhi,ads
C07232,0,0.511916881,0.000226671,0,0,medium,No Interaction,45,male,Pune,referral
C01453,0,0.554438981,0.000402282,0,0,medium,No Interaction,22,female,Mumbai,referral
C07141,0,0.543858681,0.000211584,0,0,medium,No Interaction,37,female,Pune,ads
C06134,0,0.556821956,4.55E-05,0,0,high,No Interaction,48,other,Hyderabad,organic
C03687,0,0.579279328,0.00014,0,0,medium,No Interaction,21,female,Bhubaneswar,ads
C06031,0,0.54688768,0.000216454,0,0,medium,No Interaction,24,female,Pune,ads
C05972,0,0.531329189,0.000503927,0,0,medium,No Interaction,39,male,Jaipur,organic
C06982,0,0.537566727,4.21E-05,0,0,low,No Interaction,28,female,Kolkata,ads
C01016,0,0.517460353,4.02E-05,0,0,low,No Interaction,18,female,Bangalore,ads
C07330,0,0.554249285,4.50E-05,0,0,low,No Interaction,45,male,Hyderabad,organic
C07116,0,0.496951819,0.00032869,0,0,high,No Interaction,56,male,Delhi,ads
C05958,0,0.514632148,0.00022311,0,0,medium,No Interaction,31,female,Bangalore,referral
C06793,0,0.529714596,1.92E-05,0,0,low,No Interaction,36,female,Bhubaneswar,referral
C07504,0,0.500272838,0.000114368,0,0,high,No Interaction,36,female,Pune,ads
