customer_id,final_score,churn_prob,purchase_prob,expected_revenue,selected
C05560,0,0.572721011,0.0001566,0,0
C02169,0,0.508168908,4.41E-05,0,0
C01916,0,0.50792199,8.65E-05,0,0
C01313,0,0.540122706,6.17E-05,0,0
C01703,0,0.53347881,0.000478926,0,0
C03420,0,0.556051126,0.000533809,0,0
C06050,0,0.551437516,0.00028498,0,0
C03466,0,0.505666359,2.25E-05,0,0
C03704,0,0.509796883,8.06E-05,0,0
C02338,0,0.541772133,0.000139048,0,0
C02111,0,0.586335408,0.000239281,0,0
C03067,0,0.561312642,0.000261096,0,0
C03571,0,0.551437516,0.00028498,0,0
C02539,0,0.534789148,7.49E-05,0,0
C02759,0,0.554561374,1.36E-05,0,0
C04033,0,0.535539091,0.000520055,0,0
C05330,0,0.532352077,4.64E-05,0,0
C01865,0,0.528540051,0.000297997,0,0
C05741,0,0.541974695,0.000426484,0,0
C06914,0,0.537554889,0.000238322,0,0
C02559,0,0.566504724,0.00016256,0,0
C05941,0,0.516034928,0.000127879,0,0
C06452,0,0.544035915,2.37E-05,0,0
C07013,0,0.571162176,0.000415128,0,0
C05591,0,0.554426653,0.00052731,0,0
C02424,0,0.522296497,0.000215179,0,0
C06205,0,0.55352593,5.33E-05,0,0
C02809,0,0.574228691,0.00012378,0,0
C07965,0,0.509189596,2.31E-05,0,0
C06402,0,0.53158316,0.000304856,0,0
C03192,0,0.561324864,0.000228771,0,0
C07942,0,0.521879727,9.12E-05,0,0
C02287,0,0.492150339,0.000126593,0,0
C06345,0,0.544060085,0.000624142,0,0
C02456,0,0.493911397,0.00022301,0,0
C07244,0,0.553942179,2.17E-05,0,0
C03276,0,0.51791361,7.28E-05,0,0
C03523,0,0.533347581,0.000221809,0,0
C02845,0,0.542890321,0.000568526,0,0
C02790,0,0.504637567,0.000265022,0,0
C04572,0,0.534384577,0.00023175,0,0
C01804,0,0.556254986,0.000330232,0,0
C04856,0,0.539874446,0.000419818,0,0
C01840,0,0.564561823,0.000234447,0,0
C05893,0,0.556447459,0.000251672,0,0
C02692,0,0.56470157,0.000523355,0,0
C04898,0,0.499373912,8.92E-05,0,0
C04922,0,0.523695127,0.00026457,0,0
C05721,0,0.466391555,0.00012082,0,0
C03341,0,0.564087525,0.000266639,0,0
C02030,0,0.565159585,0.000482592,0,0
C04097,0,0.525060742,8.91E-05,0,0
C05130,0,0.504414555,4.67E-05,0,0
C06533,0,0.544526268,0.00062633,0,0
C02313,0,0.565398395,0.000397354,0,0
C00668,0,0.550452615,1.94E-05,0,0
C01989,0,0.552603433,0.000312867,0,0
C03435,0,0.514745989,4.09E-05,0,0
C03318,0,0.517519642,3.75E-05,0,0
C03411,0,0.551194417,6.37E-05,0,0
C06523,0,0.543143858,0.00035712,0,0
C01432,0,0.517677994,5.54E-05,0,0
C07186,0,0.52182355,0.000197029,0,0
C06243,0,0.514409306,3.93E-05,0,0
C06164,0,0.501176615,0.000311693,0,0
C07595,0,0.514276514,4.07E-05,0,0
C07758,0,0.545490098,0.000214192,0,0
C03758,0,0.528547688,5.03E-05,0,0
C07507,0,0.52736506,0.000271435,0,0
C07843,0,0.491680591,0.000126151,0,0
C04832,0,0.572667338,0.000301522,0,0
C05061,0,0.553241517,1.98E-05,0,0
C02368,0,0.534750412,0.000233368,0,0
C06219,0,0.571213563,7.22E-06,0,0
C07234,0,0.522619028,3.39E-05,0,0
C03813,0,0.499329098,0.000104355,0,0
C02409,0,0.524787563,0.000277206,0,0
C06443,0,0.560845844,0.000239075,0,0
C04575,0,0.56409973,0.000233627,0,0
C02165,0,0.554823274,0.000248606,0,0
C04564,0,0.545952074,0.000197505,0,0
C05294,0,0.556844563,0.00023818,0,0
C05833,0,0.531813168,0.000280615,0,0
C03138,0,0.554866842,2.01E-05,0,0
C04888,0,0.565625367,0.000365761,0,0
C02966,0,0.529718376,5.08E-05,0,0
C02136,0,0.516036296,7.18E-05,0,0
C07494,0,0.521120025,0.000282437,0,0
C07563,0,0.510046209,3.63E-05,0,0
C05205,0,0.558761678,0.000235337,0,0
C04638,0,0.51282098,0.000289091,0,0
C01756,0,0.535685734,0.000225726,0,0
C07381,0,0.536734433,0.000157454,0,0
C07529,0,0.545221592,2.37E-05,0,0
C02207,0,0.464506629,0.000265061,0,0
C02227,0,0.554727039,9.01E-05,0,0
C04664,0,0.511929327,0.00015133,0,0
C02308,0,0.535071457,0.000184994,0,0
C03820,0,0.510183053,3.81E-05,0,0
C07536,0,0.485811563,0.000155184,0,0
C04909,0,0.544060085,0.000624142,0,0
C06158,0,0.511928779,4.00E-05,0,0
C04707,0,0.509501082,0.000160057,0,0
C05614,0,0.552780882,2.15E-05,0,0
C06657,0,0.532285091,0.000306461,0,0
C07470,0,0.508159493,0.000167943,0,0
C05063,0,0.518862557,3.03E-05,0,0
C07003,0,0.556313835,0.000295652,0,0
C04284,0,0.563880353,4.12E-05,0,0
C02876,0,0.534712654,2.62E-05,0,0
C05569,0,0.505103252,8.47E-05,0,0
C05714,0,0.511694523,0.000151065,0,0
C05682,0,0.481822111,0.000144684,0,0
C06499,0,0.549775045,0.000467872,0,0
C05990,0,0.534555342,7.48E-05,0,0
C06481,0,0.585655332,0.000259044,0,0
C03537,0,0.53001585,4.96E-05,0,0
C07384,0,0.581416887,0.000320906,0,0
C05262,0,0.501176615,0.000311693,0,0
C01407,0,0.530412999,0.0003022,0,0
C04256,0,0.550500858,6.90E-05,0,0
C04533,0,0.577520001,0.000286227,0,0
C04356,0,0.553241517,1.98E-05,0,0
C01996,0,0.558761678,0.000235337,0,0
C05351,0,0.534738666,0.00043962,0,0
C02911,0,0.589934682,4.44E-05,0,0
C03370,0,0.517327613,4.17E-05,0,0
C03905,0,0.549779004,0.000509172,0,0
C02005,0,0.560520806,7.63E-05,0,0
C01328,0,0.567320225,0.000184929,0,0
C02727,0,0.522054023,0.000261347,0,0
C02731,0,0.538136143,0.000159116,0,0
C03263,0,0.560324142,0.000266106,0,0
C03835,0,0.524228072,0.000101017,0,0
C05423,0,0.506212812,0.000156181,0,0
C06197,0,0.519331742,3.04E-05,0,0
C01743,0,0.55700959,0.000297208,0,0
C06861,0,0.554925617,0.000318392,0,0
C01273,0,0.546402581,0.000484573,0,0
C05707,0,0.461718716,0.000144012,0,0
C07171,0,0.538940542,0.000416889,0,0
C07635,0,0.553760865,0.000290013,0,0
C01551,0,0.534750655,0.000224151,0,0
C03156,0,0.583930515,0.000327145,0,0
C06390,0,0.530484001,4.97E-05,0,0
C06614,0,0.540474947,0.000176225,0,0
C03895,0,0.530718056,4.98E-05,0,0
C04462,0,0.56101463,0.000245805,0,0
C02059,0,0.529718376,5.08E-05,0,0
C06194,0,0.552075804,0.000319989,0,0
C02746,0,0.543802792,2.36E-05,0,0
C04942,0,0.55393021,0.000298177,0,0
C05246,0,0.544992373,0.000628526,0,0
C06069,0,0.567010162,0.000532595,0,0
C07549,0,0.512629163,3.70E-05,0,0
C05250,0,0.55700959,0.000297208,0,0
C01816,0,0.554689554,0.000292051,0,0
C07953,0,0.523230281,0.000286922,0,0
C04236,0,0.521883719,9.93E-05,0,0
C01238,0,0.551170292,0.000472811,0,0
C02776,0,0.570237287,0.000545805,0,0
C04172,0,0.537761198,1.11E-05,0,0
C05266,0,0.561249993,0.000267976,0,0
C07958,0,0.53038892,0.000236527,0,0
C03152,0,0.570366036,0.000426942,0,0
C05363,0,0.552568689,0.000519978,0,0
C02240,0,0.586107459,0.000238862,0,0
C05588,0,0.569160772,0.000172321,0,0
C02329,0,0.530409015,0.000277683,0,0
C04246,0,0.530174699,0.000288595,0,0
C02820,0,0.52670233,8.04E-05,0,0
C05129,0,0.51480182,0.000141595,0,0
C04251,0,0.531122769,5.13E-05,0,0
C05218,0,0.53826748,4.23E-05,0,0
C05913,0,0.514976722,3.76E-05,0,0
C02026,0,0.528543702,4.63E-05,0,0
C05849,0,0.554241472,0.000277514,0,0
C02490,0,0.532708934,0.000223822,0,0
C04668,0,0.530245948,4.56E-05,0,0
C02771,0,0.522817591,9.19E-05,0,0
C02025,0,0.466143265,0.000268329,0,0
C05030,0,0.576572244,0.000447603,0,0
C05293,0,0.531151131,8.31E-05,0,0
C07455,0,0.554461369,0.000317279,0,0
C04078,0,0.479138808,0.000305931,0,0
C01873,0,0.550705298,0.000471159,0,0
C06932,0,0.529769892,0.000280202,0,0
C02690,0,0.562493254,4.08E-05,0,0
C05931,0,0.470033689,0.000119758,0,0
C05619,0,0.556351293,9.13E-05,0,0
C05994,0,0.536858206,0.000247816,0,0
C06591,0,0.500738709,0.000105457,0,0
C02745,0,0.582559978,0.000323727,0,0
C01504,0,0.55561786,0.000294103,0,0
C03275,0,0.512061604,3.86E-05,0,0
C05684,0,0.552134762,0.000286481,0,0
C02955,0,0.546880165,8.59E-05,0,0
C05270,0,0.55992375,0.000258368,0,0
C03725,0,0.563418097,4.10E-05,0,0
C02253,0,0.503076553,0.000198185,0,0
C04123,0,0.534856175,0.000253097,0,0
C05054,0,0.558660067,5.07E-05,0,0
C03861,0,0.534362071,0.000223902,0,0
C01590,0,0.528142727,4.89E-05,0,0
C05284,0,0.574046589,0.000439067,0,0
C06160,0,0.567467608,0.000491112,0,0
C02434,0,0.545956039,0.000214944,0,0
C01249,0,0.48329329,0.000148315,0,0
C02534,0,0.525060742,8.91E-05,0,0
C03775,0,0.569271966,0.000166011,0,0
C04812,0,0.536153179,0.000226518,0,0
C02513,0,0.510938564,0.000261944,0,0
C04224,0,0.515680865,3.78E-05,0,0
C06613,0,0.509346214,0.000148443,0,0
C07312,0,0.551906325,0.000311229,0,0
C07834,0,0.527340964,0.000212446,0,0
C04848,0,0.575918078,0.000307704,0,0
C02132,0,0.481352878,0.000144178,0,0
C06883,0,0.555819131,0.000532876,0,0
C07194,0,0.556047177,0.000490513,0,0
C02840,0,0.532966936,0.000510139,0,0
C05731,0,0.528372926,4.50E-05,0,0
C02694,0,0.539057904,0.000240008,0,0
C05179,0,0.571747196,0.000299418,0,0
C03600,0,0.509815364,3.94E-05,0,0
C05225,0,0.570650059,0.000154152,0,0
C02924,0,0.533192756,0.000221951,0,0
C02472,0,0.565625367,0.000365761,0,0
C04586,0,0.539189749,0.000241261,0,0
C01486,0,0.474716466,0.000100472,0,0
C05757,0,0.567600483,0.000418068,0,0
C03777,0,0.535803615,0.000170161,0,0
C03009,0,0.536861849,3.85E-05,0,0
C03920,0,0.506750195,0.000166189,0,0
C04331,0,0.53779271,0.000249558,0,0
C07604,0,0.556047177,0.000490513,0,0
C01901,0,0.528540051,0.000297997,0,0
C06459,0,0.543356697,0.000570519,0,0
C03498,0,0.542214824,7.62E-05,0,0
C05490,0,0.573543187,0.000134004,0,0
C01649,0,0.55351019,0.000399476,0,0
C03131,0,0.529940856,0.000276713,0,0
C05238,0,0.504629428,7.75E-05,0,0
C03279,0,0.544759331,0.000627427,0,0
C04597,0,0.495085931,0.00022497,0,0
C06532,0,0.498624295,0.000103808,0,0
C01622,0,0.50682296,4.43E-05,0,0
C04372,0,0.578895125,0.000289249,0,0
C04873,0,0.51274857,0.000124783,0,0
C05355,0,0.56295573,4.09E-05,0,0
C05105,0,0.502324464,7.13E-05,0,0
C05138,0,0.554438981,0.000402282,0,0
C00055,0,0.513689024,7.05E-05,0,0
C03062,0,0.524632673,0.000266429,0,0
C04440,0,0.56272105,2.21E-05,0,0
C06147,0,0.561564039,3.72E-05,0,0
C06047,0,0.536734433,0.000157454,0,0
C01277,0,0.543127488,0.000619788,0,0
C04338,0,0.570006973,0.000544851,0,0
C04705,0,0.510468909,0.000261028,0,0
C06061,0,0.534968481,0.000404667,0,0
C02623,0,0.552592818,4.86E-05,0,0
C02442,0,0.532503062,0.000553228,0,0
C04157,0,0.553730092,0.000524548,0,0
C02015,0,0.53281208,0.000286652,0,0
C03632,0,0.485577063,0.000148794,0,0
C07302,0,0.533525637,5.09E-05,0,0
C01818,0,0.538564257,4.13E-05,0,0
C03350,0,0.529525069,6.26E-05,0,0
C07920,0,0.53347881,0.000478926,0,0
C02249,0,0.575658205,0.000335695,0,0
C04571,0,0.568393946,0.000373525,0,0
C06944,0,0.492227097,3.67E-05,0,0
C06603,0,0.536374895,0.000445039,0,0
C01364,0,0.512972822,0.000397188,0,0
C07005,0,0.495207998,0.000140943,0,0
C07237,0,0.539295372,0.000261657,0,0
C05529,0,0.531352804,4.72E-05,0,0
C06768,0,0.536711613,0.000570932,0,0
C01516,0,0.521402846,0.000559976,0,0
C03615,0,0.539991773,0.000241694,0,0
C03017,0,0.541293137,0.000207548,0,0
C05745,0,0.509092328,8.01E-05,0,0
C01473,0,0.526173639,0.00022919,0,0
C06711,0,0.553009234,1.98E-05,0,0
C01361,0,0.521589057,0.000196685,0,0
C01586,0,0.537422978,0.000237085,0,0
C05556,0,0.568811055,0.000165431,0,0
C04702,0,0.550733386,6.91E-05,0,0
C04920,0,0.513685028,6.48E-05,0,0
C07542,0,0.575918078,0.000307704,0,0
C02835,0,0.57381679,0.0004383,0,0
C03316,0,0.532857728,1.44E-05,0,0
C02938,0,0.580730612,0.000319225,0,0
C06211,0,0.492389216,0.000138013,0,0
C07102,0,0.56778152,0.000185578,0,0
C07407,0,0.506917496,0.000157004,0,0
C03689,0,0.541518949,5.72E-05,0,0
C05148,0,0.50493942,0.000348846,0,0
C05258,0,0.555090924,0.000300798,0,0
C02437,0,0.538097148,4.12E-05,0,0
C04496,0,0.520035455,3.05E-05,0,0
C03542,0,0.532269112,0.00055226,0,0
C07089,0,0.495559759,0.000245693,0,0
C03937,0,0.58118427,0.000294357,0,0
C01774,0,0.563083878,0.000516982,0,0
C02554,0,0.501432041,0.000195771,0,0
C07305,0,0.563083896,0.000358785,0,0
C07972,0,0.522599581,7.61E-05,0,0
C07444,0,0.53522585,3.80E-05,0,0
C01337,0,0.564426557,0.000160018,0,0
C07570,0,0.535553507,0.000233787,0,0
C05483,0,0.541512071,0.00046251,0,0
C05955,0,0.514624015,6.53E-05,0,0
C05359,0,0.499082693,0.000192374,0,0
C04313,0,0.529714391,4.67E-05,0,0
C03380,0,0.563267101,0.000145753,0,0
C06699,0,0.554481443,4.51E-05,0,0
C05530,0,0.529745299,9.23E-05,0,0
C04167,0,0.570467572,0.000546761,0,0
C03878,0,0.566039179,0.000148848,0,0
C01483,0,0.553245471,2.16E-05,0,0
C04803,0,0.466991652,0.000117063,0,0
C03734,0,0.51699104,4.01E-05,0,0
C06253,0,0.577485777,0.000414185,0,0
C04682,0,0.537071922,0.000411092,0,0
C06656,0,0.587933887,0.000263619,0,0
C05788,0,0.550476726,0.000511852,0,0
C05814,0,0.520230206,0.000555097,0,0
C05028,0,0.512355725,3.61E-05,0,0
C06496,0,0.508622605,7.99E-05,0,0
C04064,0,0.536608579,0.000445819,0,0
C02090,0,0.501253392,9.05E-05,0,0
C04317,0,0.531174268,0.000283161,0,0
C06990,0,0.494033458,0.000139715,0,0
C06266,0,0.553514162,0.000301702,0,0
C05375,0,0.584286923,0.000104807,0,0
C05005,0,0.57496939,0.000333937,0,0
C05832,0,0.552132056,5.27E-05,0,0
C07735,0,0.533922428,0.00031024,0,0
C02931,0,0.50697846,7.89E-05,0,0
C02638,0,0.494930417,0.000126397,0,0
C02088,0,0.5475787,5.99E-05,0,0
C04988,0,0.53779271,0.000249558,0,0
C04416,0,0.551610985,0.000318871,0,0
C07228,0,0.566087086,0.000367043,0,0
C06148,0,0.556515043,0.000535681,0,0
C06411,0,0.565852293,0.000485132,0,0
C02602,0,0.579353228,0.000290263,0,0
C04840,0,0.568811055,0.000165431,0,0
C04656,0,0.510740224,8.83E-05,0,0
C06524,0,0.554422701,0.00048454,0,0
C04353,0,0.532514815,0.000293691,0,0
C03888,0,0.470501898,0.000120178,0,0
C05792,0,0.587933887,0.000263619,0,0
C01236,0,0.494264363,0.000128604,0,0
C03105,0,0.576295198,0.000125746,0,0
C05596,0,0.564342498,4.13E-05,0,0
C07220,0,0.519299827,8.95E-05,0,0
C01312,0,0.54057469,0.000422028,0,0
C00195,0,0.542777899,2.20E-05,0,0
C01879,0,0.578436885,0.000288238,0,0
C02671,0,0.544803391,0.000142249,0,0
C04227,0,0.508152867,7.96E-05,0,0
C04449,0,0.588389149,0.000264543,0,0
C02791,0,0.4951627,6.53E-05,0,0
C07001,0,0.535206238,0.000441161,0,0
C07447,0,0.489776508,3.48E-05,0,0
C04797,0,0.484464118,7.72E-05,0,0
C03783,0,0.49953207,0.000307897,0,0
C07944,0,0.547129402,7.84E-05,0,0
C04737,0,0.487673931,0.000272427,0,0
C05173,0,0.545723079,0.000214568,0,0
C06201,0,0.520258168,0.000131974,0,0
C03293,0,0.549775045,0.000467872,0,0
C07666,0,0.508091908,0.000158384,0,0
C02740,0,0.561332652,3.71E-05,0,0
C01759,0,0.531510542,6.71E-05,0,0
C06742,0,0.545667227,2.40E-05,0,0
C01645,0,0.536254679,0.000235019,0,0
C07198,0,0.490173441,0.000130941,0,0
C07987,0,0.573812878,0.000402746,0,0
C02432,0,0.571622467,0.000416583,0,0
C03008,0,0.548232687,2.66E-05,0,0
C04491,0,0.544566849,7.69E-05,0,0
C05517,0,0.52388888,8.83E-05,0,0
C06579,0,0.545249578,8.48E-05,0,0
C06972,0,0.54384333,0.000359,0,0
C06979,0,0.57450218,0.000404867,0,0
C01497,0,0.563550167,0.000391829,0,0
C03619,0,0.560155298,0.00025882,0,0
C05924,0,0.520258557,5.65E-05,0,0
C03271,0,0.486265277,0.000269581,0,0
C04747,0,0.51263316,4.02E-05,0,0
C06886,0,0.511447267,0.000225878,0,0
C04931,0,0.560614374,0.000238657,0,0
C03961,0,0.518854662,0.000186529,0,0
C07391,0,0.530162939,0.00054363,0,0
C01493,0,0.546651267,6.48E-05,0,0
C03227,0,0.528536065,0.000273821,0,0
C05475,0,0.538964107,3.91E-05,0,0
C06285,0,0.576801653,0.000448387,0,0
C03531,0,0.571574709,0.000168943,0,0
C04220,0,0.574042678,0.000403452,0,0
C05177,0,0.544088262,6.35E-05,0,0
C01395,0,0.531279064,1.32E-05,0,0
C03491,0,0.543943256,3.77E-05,0,0
C05340,0,0.538476489,0.000344834,0,0
C07915,0,0.526700881,9.02E-05,0,0
C03629,0,0.582102847,0.000322596,0,0
C06531,0,0.554859031,0.000123637,0,0
C02982,0,0.51886655,3.29E-05,0,0
C07509,0,0.552316202,2.14E-05,0,0
C07490,0,0.548284523,0.00021874,0,0
C04182,0,0.545659387,0.000147639,0,0
C06627,0,0.551895707,4.84E-05,0,0
C06788,0,0.496730366,0.000227744,0,0
C06995,0,0.513470295,3.91E-05,0,0
C07752,0,0.551426879,6.38E-05,0,0
C06427,0,0.481898787,4.20E-05,0,0
C07543,0,0.566313956,0.000486833,0,0
C07917,0,0.573773024,0.000134239,0,0
C05169,0,0.569728837,0.000153077,0,0
C01393,0,0.536152937,0.000235832,0,0
C03287,0,0.499767005,0.000308437,0,0
C05316,0,0.552231003,8.24E-05,0,0
C03164,0,0.498628294,0.000112975,0,0
C06322,0,0.520274002,3.33E-05,0,0
C07147,0,0.574921727,0.00013542,0,0
C03201,0,0.560382878,0.000238239,0,0
C02431,0,0.543611164,0.000469853,0,0
C01336,0,0.560151356,0.000237822,0,0
C02063,0,0.511428681,0.00016481,0,0
C02905,0,0.550472768,0.000470335,0,0
C07327,0,0.548734646,0.000372442,0,0
C02656,0,0.527599285,0.000271911,0,0
C05120,0,0.525530859,7.97E-05,0,0
C07546,0,0.505589113,4.71E-05,0,0
C04882,0,0.5168464,0.000235159,0,0
C05903,0,0.531586809,4.73E-05,0,0
C07199,0,0.505334164,7.79E-05,0,0
C05071,0,0.544787501,6.39E-05,0,0
C02174,0,0.518787199,0.000134036,0,0
C07793,0,0.535693357,3.81E-05,0,0
C06436,0,0.552568689,0.000519978,0,0
C07535,0,0.545703755,0.000482035,0,0
C01447,0,0.553794413,8.23E-05,0,0
C05217,0,0.531744537,6.73E-05,0,0
C06015,0,0.574232601,0.00013471,0,0
C07122,0,0.55167391,0.000310684,0,0
C04142,0,0.522761404,0.000285919,0,0
C04269,0,0.541981555,7.61E-05,0,0
C07914,0,0.578772521,1.47E-05,0,0
C03776,0,0.527861639,0.000459225,0,0
C04741,0,0.538960465,0.000251752,0,0
C05251,0,0.511881812,0.000287074,0,0
C01283,0,0.548820205,0.000312243,0,0
C03640,0,0.510023822,0.000497218,0,0
C03160,0,0.529714391,4.67E-05,0,0
C05613,0,0.561771456,0.000240755,0,0
C06797,0,0.568854948,0.000540104,0,0
C02475,0,0.541261392,0.000611172,0,0
C02267,0,0.590663178,0.000269215,0,0
C04794,0,0.541041431,0.000423508,0,0
C06605,0,0.509080321,0.000161949,0,0
C03447,0,0.565394447,0.00052611,0,0
C04534,0,0.579353228,0.000290263,0,0
C02871,0,0.496260519,0.000226948,0,0
C02893,0,0.539411503,0.000455281,0,0
C05296,0,0.537201735,0.000158006,0,0
C07216,0,0.518083351,0.000133334,0,0
C04214,0,0.542174372,2.54E-05,0,0
C06984,0,0.526741507,0.00027066,0,0
C03031,0,0.4934456,0.000241852,0,0
C05204,0,0.500018415,0.000256516,0,0
C03816,0,0.553595598,0.000232413,0,0
C02219,0,0.524963057,3.45E-05,0,0
C02913,0,0.536386636,0.000236245,0,0
C01634,0,0.495870078,0.000127286,0,0
C03691,0,0.57450218,0.000404867,0,0
C05626,0,0.528309731,1.90E-05,0,0
C07797,0,0.548513725,6.57E-05,0,0
C01267,0,0.531797188,0.000505694,0,0
C04400,0,0.532720789,3.95E-05,0,0
C05686,0,0.521382523,2.31E-05,0,0
C02119,0,0.527868072,8.36E-05,0,0
C04523,0,0.507699156,4.40E-05,0,0
C05605,0,0.512147728,0.000158979,0,0
C02411,0,0.56525918,0.00010487,0,0
C06852,0,0.544803391,0.000142249,0,0
C06599,0,0.533113684,0.000221421,0,0
C06515,0,0.584514672,0.000256786,0,0
C07456,0,0.519316277,7.43E-05,0,0
C04938,0,0.516987046,3.68E-05,0,0
C03598,0,0.531586809,4.73E-05,0,0
C04902,0,0.515565526,0.000127432,0,0
C07065,0,0.527627427,0.000458422,0,0
C05890,0,0.4772629,0.000301677,0,0
C03984,0,0.552797061,0.00047864,0,0
C03671,0,0.52984527,3.65E-05,0,0
C06658,0,0.52236913,5.74E-05,0,0
C03832,0,0.556793893,0.00028291,0,0
C03772,0,0.510520427,0.000149748,0,0
C04612,0,0.570931985,0.000414402,0,0
C05725,0,0.580501784,0.000318667,0,0
C01841,0,0.575308433,9.24E-05,0,0
C06879,0,0.570010912,0.000411511,0,0
C01281,0,0.542918492,8.34E-05,0,0
C05165,0,0.554450763,4.93E-05,0,0
C01525,0,0.550039714,5.19E-05,0,0
C06543,0,0.553701949,0.000323934,0,0
C01425,0,0.53475828,3.79E-05,0,0
C07512,0,0.517912242,0.000129683,0,0
C03061,0,0.551419056,0.000393232,0,0
C04485,0,0.525864502,9.40E-05,0,0
C06455,0,0.527444243,0.000272085,0,0
C07341,0,0.537539177,0.000412534,0,0
C07347,0,0.504410312,4.47E-05,0,0
C02549,0,0.536854228,0.000227711,0,0
C02688,0,0.552071848,0.00029403,0,0
C03354,0,0.557775904,0.000261031,0,0
C03194,0,0.525033791,4.90E-05,0,0
C02140,0,0.568115539,0.000151212,0,0
C05918,0,0.557721311,0.000284898,0,0
C07426,0,0.560501124,0.000290946,0,0
C03874,0,0.512980723,6.45E-05,0,0
C02094,0,0.530654692,5.11E-05,0,0
C02981,0,0.534603973,0.000516427,0,0
C02324,0,0.528102271,8.38E-05,0,0
C03929,0,0.533664508,0.000242395,0,0
C01913,0,0.499098162,0.000113372,0,0
C02284,0,0.567006235,0.000489396,0,0
C01936,0,0.551899663,5.26E-05,0,0
C03726,0,0.547321701,0.000639621,0,0
C06727,0,0.538259862,0.000250433,0,0
C07040,0,0.53622805,4.06E-05,0,0
C03460,0,0.544859726,2.69E-05,0,0
C06698,0,0.531590792,5.15E-05,0,0
C07657,0,0.539178019,0.000454485,0,0
C06289,0,0.490715891,3.50E-05,0,0
C07093,0,0.538489196,0.000239997,0,0
C01809,0,0.568854948,0.000540104,0,0
C04215,0,0.529690767,0.000497791,0,0
C03980,0,0.570467572,0.000546761,0,0
C01964,0,0.51274994,7.00E-05,0,0
C03566,0,0.482133419,4.21E-05,0,0
C06162,0,0.544522301,0.000575533,0,0
C06573,0,0.517081065,0.000235571,0,0
C07294,0,0.536854228,0.000227711,0,0
C04362,0,0.514154534,6.50E-05,0,0
C05862,0,0.52143475,0.000190156,0,0
C05871,0,0.579815093,0.000316998,0,0
C02144,0,0.512159581,3.68E-05,0,0
C01842,0,0.532503062,0.000553228,0,0
C02954,0,0.514703353,3.67E-05,0,0
C02058,0,0.493753263,6.46E-05,0,0
C03390,0,0.505349963,4.50E-05,0,0
C03481,0,0.583140797,0.000233488,0,0
C05846,0,0.528770229,0.000274301,0,0
C07080,0,0.534821577,3.69E-05,0,0
C05580,0,0.556384664,0.000258304,0,0
C04473,0,0.548170423,6.23E-05,0,0
C06315,0,0.546883716,0.000198893,0,0
C07819,0,0.574458432,0.000123997,0,0
C05917,0,0.57381679,0.0004383,0,0
C06923,0,0.530162939,0.00054363,0,0
C05638,0,0.566420758,4.20E-05,0,0
C01286,0,0.537660565,0.00025847,0,0
C06033,0,0.520238099,9.01E-05,0,0
C07071,0,0.555641874,4.55E-05,0,0
C01367,0,0.531654142,5.02E-05,0,0
C03552,0,0.530622981,0.000236941,0,0
C06869,0,0.577212794,0.00012663,0,0
C04642,0,0.569315866,0.000376149,0,0
C02972,0,0.558302191,0.000255221,0,0
C04547,0,0.497909007,0.000250032,0,0
C06772,0,0.551142118,0.000291978,0,0
C06695,0,0.52458804,8.16E-05,0,0
C04714,0,0.556317784,0.000321754,0,0
C05550,0,0.532288739,4.76E-05,0,0
C06260,0,0.566317903,0.000367686,0,0
C07280,0,0.500345616,3.05E-05,0,0
C05346,0,0.545601028,0.000376395,0,0
C06607,0,0.511902399,0.000504228,0,0
C01488,0,0.542452046,8.31E-05,0,0
C03413,0,0.529745299,9.23E-05,0,0
C04209,0,0.535229829,4.14E-05,0,0
C02684,0,0.542455603,0.000192386,0,0
C02270,0,0.593164484,0.000122123,0,0
C06804,0,0.530110267,7.23E-05,0,0
C07916,0,0.508232251,4.48E-05,0,0
C02036,0,0.556616599,0.000258756,0,0
C05681,0,0.5504969,6.34E-05,0,0
C05906,0,0.513795163,0.00017515,0,0
C06389,0,0.504027716,0.000108074,0,0
C05500,0,0.512738042,0.000396493,0,0
C06019,0,0.538473488,0.000415432,0,0
C01439,0,0.510472906,0.000284075,0,0
C07369,0,0.543621575,0.000194077,0,0
C04072,0,0.542685278,8.32E-05,0,0
C05142,0,0.551906325,0.000311229,0,0
C05190,0,0.524494336,3.44E-05,0,0
C05479,0,0.52810372,7.47E-05,0,0
C03381,0,0.555983527,0.000250792,0,0
C05584,0,0.485419038,4.31E-05,0,0
C07993,0,0.566087086,0.000367043,0,0
C03581,0,0.483072022,4.24E-05,0,0
C07938,0,0.5454584,0.00063073,0,0
C03020,0,0.520654985,0.000212558,0,0
C01565,0,0.557771958,0.000239854,0,0
C02476,0,0.485111592,0.000161367,0,0
C04144,0,0.575428633,0.000335108,0,0
C07755,0,0.505334164,7.79E-05,0,0
C03988,0,0.532887401,3.73E-05,0,0
C07200,0,0.522757414,0.000262723,0,0
C02796,0,0.54293838,0.000140271,0,0
C06690,0,0.502152307,0.000115982,0,0
C04529,0,0.563777359,0.000360675,0,0
C02722,0,0.52143475,0.000190156,0,0
C04653,0,0.531115137,0.000303791,0,0
C04020,0,0.580726717,0.000293328,0,0
C06416,0,0.570139677,0.000321884,0,0
C07136,0,0.533045996,0.000287154,0,0
C07960,0,0.507432207,0.00021183,0,0
C06074,0,0.570693906,0.000503294,0,0
